invoice,branch,city,member_type,gender,product _line,total,payment,gross_income,rating
152-68-2907,A,Yangon,Normal,Male,Food and beverages,164.43,Credit card,7.83,9.5
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,440.937,Ewallet,20.997,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,193.4625,Cash,9.2125,9.2
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,147.672,Ewallet,7.032,9.6
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,87.234,Ewallet,4.154,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,68.2395,Credit card,3.2495,4.5
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,814.38,Ewallet,38.78,6.9
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,343.413,Ewallet,16.353,7.8
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,381.3915,Cash,18.1615,4.5
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,133.35,Cash,6.35,8.6
559-98-9873,A,Yangon,Member,Female,Fashion accessories,394.3275,Ewallet,18.7775,5.2
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,209.118,Credit card,9.958,6.4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,32.1405,Ewallet,1.5305,5.2
349-97-8902,B,Mandalay,Member,Male,Food and beverages,121.569,Ewallet,5.789,8.9
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,30.408,Credit card,1.448,6.2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,935.2665,Cash,44.5365,6.7
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,293.643,Cash,13.983,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,84.9765,Credit card,4.0465,9
443-59-0061,A,Yangon,Member,Male,Food and beverages,708.225,Ewallet,33.725,4.2
509-29-3912,A,Yangon,Member,Female,Sports and travel,365.904,Ewallet,17.424,4.2
327-40-9673,B,Mandalay,Member,Male,Sports and travel,457.38,Cash,21.78,6.9
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,461.5275,Ewallet,21.9775,4.4
828-46-6863,A,Yangon,Member,Male,Food and beverages,620.739,Credit card,29.559,4
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,273.798,Ewallet,13.038,8.5
420-97-3340,A,Yangon,Normal,Female,Food and beverages,225.792,Credit card,10.752,9.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,96.1905,Cash,4.5805,9.8
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,695.2365,Credit card,33.1065,4.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,874.125,Credit card,41.625,4.4
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,95.9175,Cash,4.5675,6.8
135-13-8269,B,Mandalay,Member,Female,Food and beverages,165.648,Cash,7.888,9.1
816-57-2053,A,Yangon,Normal,Male,Sports and travel,127.827,Ewallet,6.087,8.7
628-90-8624,B,Mandalay,Member,Male,Health and beauty,867.09,Cash,41.29,5
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,167.895,Ewallet,7.995,7.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.6945,Credit card,0.6045,8.2
149-61-1929,A,Yangon,Normal,Male,Sports and travel,673.995,Credit card,32.095,6.7
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,246.6765,Ewallet,11.7465,5.4
589-02-8023,A,Yangon,Member,Male,Food and beverages,175.917,Credit card,8.377,7
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,314.055,Ewallet,14.955,4.7
182-88-2763,B,Mandalay,Member,Male,Food and beverages,251.7165,Credit card,11.9865,5
188-55-0967,B,Mandalay,Member,Male,Health and beauty,697.935,Credit card,33.235,5
610-46-4100,A,Yangon,Normal,Male,Health and beauty,212.7825,Credit card,10.1325,6
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,48.51,Cash,2.31,6.3
364-33-8584,B,Mandalay,Member,Female,Food and beverages,92.5575,Cash,4.4075,8.5
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,165.123,Ewallet,7.863,7.5
695-09-5146,B,Mandalay,Member,Female,Food and beverages,311.1885,Ewallet,14.8185,6.4
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,743.82,Ewallet,35.42,4.7
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,116.907,Ewallet,5.567,6
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,609.168,Credit card,29.008,4
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,63.2625,Ewallet,3.0125,5.5
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,182.952,Ewallet,8.712,8.7
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,442.323,Cash,21.063,7.4
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,35.3115,Cash,1.6815,5.6
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,32.529,Cash,1.549,6.3
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,259.77,Cash,12.37,7.1
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,397.215,Ewallet,18.915,7.8
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,351.603,Cash,16.743,9.9
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,764.19,Cash,36.39,7.3
149-15-7606,B,Mandalay,Member,Male,Sports and travel,352.674,Ewallet,16.794,5.1
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,252.756,Credit card,12.036,9.4
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,49.4235,Credit card,2.3535,5.8
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,104.6745,Credit card,4.9845,8
562-12-5430,A,Yangon,Member,Female,Fashion accessories,277.6725,Ewallet,13.2225,7.9
816-72-8853,A,Yangon,Member,Female,Sports and travel,146.6325,Cash,6.9825,5.9
491-38-3499,A,Yangon,Member,Male,Fashion accessories,58.2225,Credit card,2.7725,4.9
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,135.3555,Cash,6.4455,9.3
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,125.979,Credit card,5.999,7.9
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,370.125,Credit card,17.625,5.9
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,914.55,Credit card,43.55,9.9
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,207.48,Cash,9.88,7.7
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,204.246,Ewallet,9.726,7.6
779-42-2410,B,Mandalay,Member,Male,Food and beverages,181.881,Ewallet,8.661,7.7
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,75.474,Ewallet,3.594,6.4
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,300.573,Ewallet,14.313,4.4
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,85.302,Credit card,4.062,4.1
588-47-8641,A,Yangon,Member,Male,Fashion accessories,588.42,Ewallet,28.02,4.4
642-61-4706,B,Mandalay,Member,Male,Food and beverages,196.14,Cash,9.34,5.5
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,231.2415,Ewallet,11.0115,4
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,282.576,Credit card,13.456,9.3
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,477.54,Credit card,22.74,4.8
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,175.917,Cash,8.377,4.6
752-23-3760,B,Mandalay,Member,Female,Sports and travel,470.988,Credit card,22.428,7.3
274-05-5470,A,Yangon,Member,Female,Food and beverages,308.574,Cash,14.694,6
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,618.975,Ewallet,29.475,8.1
130-67-4723,A,Yangon,Member,Male,Food and beverages,305.55,Ewallet,14.55,9.4
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,41.454,Cash,1.974,6.5
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,36.5505,Credit card,1.7405,7
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,310.716,Ewallet,14.796,7.1
105-10-6182,A,Yangon,Member,Male,Fashion accessories,45.108,Ewallet,2.148,6.6
510-79-0415,B,Mandalay,Member,Female,Sports and travel,145.404,Ewallet,6.924,4.9
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,103.11,Credit card,4.91,6.4
767-97-4650,B,Mandalay,Member,Female,Sports and travel,136.143,Credit card,6.483,8
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,667.38,Cash,31.78,4.3
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,153.048,Cash,7.288,6.1
305-03-2383,A,Yangon,Normal,Female,Food and beverages,211.365,Cash,10.065,7.5
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,663.2955,Cash,31.5855,6.7
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,404.544,Ewallet,19.264,5.2
689-05-1884,A,Yangon,Member,Male,Health and beauty,510.615,Cash,24.315,8.8
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,539.343,Cash,25.683,9.5
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,497.07,Cash,23.67,7.6
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,458.6925,Cash,21.8425,6.6
182-52-7000,A,Yangon,Member,Female,Sports and travel,113.568,Ewallet,5.408,6.9
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,261.198,Ewallet,12.438,4.3
868-06-0466,A,Yangon,Member,Male,Electronic accessories,657.531,Credit card,31.311,7.8
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,1023.75,Ewallet,48.75,8
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,507.444,Ewallet,24.164,9.6
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,101.808,Credit card,4.848,4.3
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,207.585,Credit card,9.885,5
729-06-2010,B,Mandalay,Member,Male,Health and beauty,760.4415,Cash,36.2115,9.2
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,835.2855,Cash,39.7755,6.3
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,527.5095,Cash,25.1195,8.9
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,180.6,Ewallet,8.6,7.6
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,72.429,Cash,3.449,4.8
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,131.208,Ewallet,6.248,9.1
445-30-9252,A,Yangon,Normal,Male,Sports and travel,80.955,Ewallet,3.855,6.1
786-94-2700,A,Yangon,Member,Male,Food and beverages,507.906,Cash,24.186,9.1
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,317.226,Ewallet,15.106,8.3
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,733.6035,Ewallet,34.9335,7.2
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,130.8825,Ewallet,6.2325,6
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,829.08,Ewallet,39.48,8.5
258-92-7466,A,Yangon,Normal,Female,Health and beauty,187.32,Credit card,8.92,6.6
857-16-3520,A,Yangon,Member,Female,Fashion accessories,525.231,Ewallet,25.011,4.5
482-17-1179,A,Yangon,Member,Male,Electronic accessories,37.611,Credit card,1.791,8.1
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,142.947,Credit card,6.807,7.2
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,110.124,Credit card,5.244,6.1
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,187.866,Cash,8.946,7.1
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,856.4535,Cash,40.7835,5.1
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,138.978,Credit card,6.618,7.9
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,270.2595,Cash,12.8695,7.4
434-35-9162,B,Mandalay,Member,Male,Food and beverages,98.028,Ewallet,4.668,7.4
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,239.4,Cash,11.4,6.6
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,175.0455,Credit card,8.3355,5.9
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,732.27,Credit card,34.87,8.9
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,408.492,Ewallet,19.452,6.8
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,383.523,Cash,18.263,9.3
247-11-2470,A,Yangon,Member,Female,Fashion accessories,93.744,Credit card,4.464,4.4
635-28-5728,A,Yangon,Normal,Male,Health and beauty,176.4,Ewallet,8.4,4.8
756-49-0168,A,Yangon,Member,Male,Fashion accessories,20.685,Ewallet,0.985,9.5
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,557.718,Ewallet,26.558,8.9
238-45-6950,B,Mandalay,Member,Male,Food and beverages,56.406,Ewallet,2.686,6.4
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,860.475,Credit card,40.975,6
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,596.82,Credit card,28.42,8.1
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,616.98,Ewallet,29.38,9
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,769.104,Ewallet,36.624,6
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,887.922,Cash,42.282,9.8
733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,408.7335,Cash,19.4635,8.5
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,89.0715,Ewallet,4.2415,8.8
373-14-0504,A,Yangon,Member,Female,Sports and travel,150.423,Ewallet,7.163,8.8
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,79.149,Ewallet,3.769,9.5
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,266.028,Credit card,12.668,5.6
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,40.341,Cash,1.921,8.6
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,684.915,Credit card,32.615,5.2
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,55.2825,Credit card,2.6325,5.8
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,116.1405,Credit card,5.5305,8
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,597.0405,Cash,28.4305,9
210-30-7976,B,Mandalay,Member,Female,Fashion accessories,93.744,Ewallet,4.464,4.1
585-86-8361,A,Yangon,Normal,Female,Food and beverages,143.22,Credit card,6.82,8.6
807-14-7833,A,Yangon,Member,Female,Electronic accessories,182.91,Ewallet,8.71,7
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,384.72,Ewallet,18.32,8.4
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,267.3405,Ewallet,12.7305,7.4
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,817.236,Credit card,38.916,6.2
785-96-0615,B,Mandalay,Member,Female,Electronic accessories,300.216,Ewallet,14.296,4.9
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,608.076,Cash,28.956,4.5
250-17-5703,A,Yangon,Member,Male,Food and beverages,197.925,Ewallet,9.425,5.6
156-95-3964,A,Yangon,Normal,Female,Food and beverages,232.638,Ewallet,11.078,8
842-40-8179,B,Mandalay,Member,Female,Food and beverages,810.6,Credit card,38.6,5.6
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,757.365,Credit card,36.065,4.2
410-67-1709,A,Yangon,Member,Female,Fashion accessories,536.592,Ewallet,25.552,9.9
587-73-4862,A,Yangon,Member,Female,Health and beauty,56.1225,Ewallet,2.6725,7.6
787-87-2010,A,Yangon,Member,Male,Health and beauty,233.1,Credit card,11.1,6.6
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,801.864,Ewallet,38.184,4.7
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,239.589,Credit card,11.409,9.8
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,86.247,Cash,4.107,6.3
711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,401.688,Cash,19.128,7.9
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,72.009,Cash,3.429,7.7
707-32-7409,B,Mandalay,Member,Female,Sports and travel,401.268,Ewallet,19.108,4.5
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,631.1445,Credit card,30.0545,8
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,499.7265,Ewallet,23.7965,5.7
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,55.041,Credit card,2.621,6.3
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,137.865,Cash,6.565,6
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,151.515,Credit card,7.215,8
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,480.0285,Credit card,22.8585,4.2
875-31-8302,B,Mandalay,Normal,Male,Sports and travel,98.049,Cash,4.669,9.6
102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,132.5625,Cash,6.3125,6.1
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,830.3715,Ewallet,39.5415,5.6
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,183.12,Cash,8.72,8.3
534-53-3526,A,Yangon,Normal,Female,Sports and travel,397.992,Ewallet,18.952,7.8
307-04-2070,A,Yangon,Member,Female,Fashion accessories,32.151,Credit card,1.531,4.1
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,369.684,Cash,17.604,8.8
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,53.34,Ewallet,2.54,4.1
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,548.163,Credit card,26.103,9
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,603.876,Ewallet,28.756,5.5
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,57.6975,Credit card,2.7475,9.3
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,190.4805,Credit card,9.0705,5.6
497-37-6538,A,Yangon,Normal,Male,Sports and travel,432.9885,Ewallet,20.6185,9.7
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,48.7305,Credit card,2.3205,4
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,287.91,Credit card,13.71,9.2
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,1022.385,Credit card,48.685,4.9
263-12-5321,A,Yangon,Member,Male,Electronic accessories,680.61,Credit card,32.41,9.3
702-72-0487,A,Yangon,Normal,Female,Electronic accessories,97.881,Credit card,4.661,6.6
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,57.078,Ewallet,2.718,4.3
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,63.9135,Cash,3.0435,5.5
864-24-7918,A,Yangon,Member,Female,Sports and travel,257.145,Cash,12.245,8.1
359-94-5395,B,Mandalay,Normal,Male,Health and beauty,97.419,Credit card,4.639,9.8
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,455.1225,Ewallet,21.6725,9.4
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,144.963,Ewallet,6.903,7.9
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,253.68,Ewallet,12.08,5.1
474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,495.3165,Ewallet,23.5865,6.9
759-29-9521,A,Yangon,Member,Female,Fashion accessories,462.672,Cash,22.032,8
831-81-6575,B,Mandalay,Member,Female,Electronic accessories,714.3255,Cash,34.0155,8
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,325.374,Cash,15.494,4.2
618-34-8551,A,Yangon,Normal,Female,Sports and travel,195.678,Credit card,9.318,8.5
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,210.966,Cash,10.046,9
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,18.6375,Cash,0.8875,8.6
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,652.89,Ewallet,31.09,6
565-91-4567,B,Mandalay,Normal,Male,Health and beauty,90.3,Ewallet,4.3,6.2
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,422.73,Credit card,20.13,5
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,341.0925,Credit card,16.2425,6.5
674-56-6360,A,Yangon,Normal,Male,Electronic accessories,99.9075,Cash,4.7575,6
778-34-2523,A,Yangon,Member,Female,Electronic accessories,408.408,Cash,19.448,5
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,446.964,Ewallet,21.284,5
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,333.984,Cash,15.904,9.2
832-51-6761,A,Yangon,Normal,Male,Food and beverages,284.592,Ewallet,13.552,9.6
869-11-3082,B,Mandalay,Member,Male,Health and beauty,403.872,Credit card,19.232,8.4
190-59-3964,B,Mandalay,Member,Male,Food and beverages,247.59,Credit card,11.79,6
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,222.138,Ewallet,10.578,6.7
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,100.128,Credit card,4.768,4.1
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.6785,Cash,0.5085,5.9
276-75-6884,A,Yangon,Normal,Female,Health and beauty,216.4365,Cash,10.3065,8.7
109-86-4363,B,Mandalay,Member,Female,Sports and travel,441.588,Credit card,21.028,4.5
569-76-2760,A,Yangon,Member,Female,Sports and travel,92.442,Credit card,4.402,6.6
222-42-0244,B,Mandalay,Member,Female,Health and beauty,681.4395,Credit card,32.4495,7.7
760-53-9233,A,Yangon,Member,Male,Fashion accessories,130.032,Credit card,6.192,8.5
538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,681.975,Cash,32.475,5.2
416-17-9926,A,Yangon,Member,Female,Electronic accessories,779.31,Credit card,37.11,4.3
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,88.704,Cash,4.224,7.6
636-17-0325,B,Mandalay,Normal,Male,Health and beauty,262.794,Cash,12.514,9.5
343-75-9322,B,Mandalay,Member,Female,Sports and travel,99.54,Cash,4.74,4.1
528-14-9470,A,Yangon,Member,Male,Health and beauty,95.865,Ewallet,4.565,9.2
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,299.3655,Ewallet,14.2555,5.4
807-34-3742,A,Yangon,Normal,Male,Fashion accessories,54.999,Cash,2.619,5.8
288-62-1085,A,Yangon,Member,Male,Fashion accessories,202.335,Ewallet,9.635,5.6
670-71-7306,B,Mandalay,Normal,Male,Sports and travel,281.169,Credit card,13.389,5.1
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,586.635,Cash,27.935,5.8
271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,184.086,Ewallet,8.766,5
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,163.611,Cash,7.791,7.9
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,63.315,Cash,3.015,6
860-73-6466,A,Yangon,Member,Female,Sports and travel,82.887,Credit card,3.947,5
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,31.227,Credit card,1.487,8.9
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,22.386,Cash,1.066,5.9
804-38-3935,A,Yangon,Member,Male,Electronic accessories,295.407,Credit card,14.067,5.9
585-90-0249,A,Yangon,Member,Male,Electronic accessories,76.923,Ewallet,3.663,9.7
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,23.499,Credit card,1.119,8.6
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,688.716,Cash,32.796,4
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,624.33,Cash,29.73,4.2
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,77.805,Cash,3.705,9.2
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,206.808,Ewallet,9.848,9.2
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,390.9465,Ewallet,18.6165,5
866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,554.295,Ewallet,26.395,10
160-22-2687,A,Yangon,Member,Female,Health and beauty,503.7375,Ewallet,23.9875,8.8
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,345.0195,Cash,16.4295,4.2
770-42-8960,B,Mandalay,Normal,Male,Food and beverages,177.408,Cash,8.448,6.3
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,118.902,Cash,5.662,8.2
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,362.817,Cash,17.277,5.1
316-66-3011,A,Yangon,Member,Female,Food and beverages,450.1035,Cash,21.4335,5
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,90.5835,Ewallet,4.3135,7
840-76-5966,A,Yangon,Member,Male,Sports and travel,26.796,Ewallet,1.276,7.8
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,106.596,Credit card,5.076,4.3
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,375.3645,Cash,17.8745,7
124-31-1458,A,Yangon,Member,Female,Electronic accessories,250.7085,Cash,11.9385,6.6
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,106.5015,Ewallet,5.0715,7.3
361-59-0574,B,Mandalay,Member,Male,Sports and travel,760.452,Credit card,36.212,6.5
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,131.922,Ewallet,6.282,4.9
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,76.5765,Credit card,3.6465,4.3
852-82-2749,A,Yangon,Normal,Male,Sports and travel,271.278,Ewallet,12.918,9.3
873-14-6353,A,Yangon,Member,Male,Food and beverages,182.427,Credit card,8.687,7.1
584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,59.325,Ewallet,2.825,9.6
544-55-9589,B,Mandalay,Member,Female,Electronic accessories,225.015,Cash,10.715,6.2
166-19-2553,A,Yangon,Member,Male,Sports and travel,561.078,Cash,26.718,9.9
737-88-5876,A,Yangon,Member,Male,Home and lifestyle,97.818,Credit card,4.658,5.9
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,548.184,Ewallet,26.104,6.3
885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,54.9675,Cash,2.6175,4
608-05-3804,B,Mandalay,Member,Male,Electronic accessories,41.7375,Cash,1.9875,6.1
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,756.168,Credit card,36.008,4.5
761-49-0439,B,Mandalay,Member,Female,Electronic accessories,101.64,Ewallet,4.84,8.6
490-95-0021,B,Mandalay,Member,Female,Food and beverages,348.705,Ewallet,16.605,6
115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,85.512,Credit card,4.072,9.5
311-13-6971,B,Mandalay,Member,Male,Sports and travel,335.895,Credit card,15.995,9.9
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,216.846,Ewallet,10.326,7.5
548-48-3156,A,Yangon,Member,Female,Food and beverages,175.014,Cash,8.334,7.6
460-93-5834,A,Yangon,Normal,Male,Sports and travel,335.013,Cash,15.953,5
325-89-4209,A,Yangon,Member,Male,Food and beverages,92.295,Ewallet,4.395,6.7
884-80-6021,A,Yangon,Member,Female,Electronic accessories,771.435,Ewallet,36.735,9.5
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,102.396,Ewallet,4.876,6.8
880-46-5796,A,Yangon,Member,Male,Sports and travel,807.66,Ewallet,38.46,5.6
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,439.215,Cash,20.915,7.2
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,486.444,Cash,23.164,8.1
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,485.5725,Credit card,23.1225,8.6
715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,148.995,Cash,7.095,9.4
811-35-1094,B,Mandalay,Member,Male,Electronic accessories,317.835,Credit card,15.135,8.9
